participant_id,file_id,annotation_id,frame_start,frame_end,activity,chunk_id
1,vp1/run1b_2018-05-29-14-02-47.ids_1,16,7478,7521,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,17,7694,7746,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,18,7746,7836,working_on_laptop,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,18,7836,7926,working_on_laptop,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,18,7926,8016,working_on_laptop,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,18,8016,8026,working_on_laptop,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,19,8026,8074,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8076,8166,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8166,8256,interacting_with_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8256,8346,interacting_with_phone,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8346,8436,interacting_with_phone,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8436,8526,interacting_with_phone,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8526,8616,interacting_with_phone,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8616,8706,interacting_with_phone,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8706,8796,interacting_with_phone,7
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8796,8886,interacting_with_phone,8
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8886,8976,interacting_with_phone,9
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,8976,9066,interacting_with_phone,10
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,9066,9156,interacting_with_phone,11
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,9156,9246,interacting_with_phone,12
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,9246,9336,interacting_with_phone,13
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,9336,9426,interacting_with_phone,14
1,vp1/run1b_2018-05-29-14-02-47.ids_1,20,9426,9456,interacting_with_phone,15
1,vp1/run1b_2018-05-29-14-02-47.ids_1,21,9456,9546,working_on_laptop,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,21,9546,9556,working_on_laptop,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,22,9556,9633,closing_laptop,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,23,9674,9726,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,24,9726,9816,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,24,9816,9906,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,24,9906,9941,placing_an_object,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,25,9941,9994,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,26,9996,10086,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,26,10086,10176,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,26,10176,10262,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,27,10262,10342,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,28,10342,10396,unfastening_seat_belt,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,29,10396,10486,putting_on_jacket,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,29,10486,10576,putting_on_jacket,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,29,10576,10666,putting_on_jacket,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,29,10666,10756,putting_on_jacket,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,29,10756,10846,putting_on_jacket,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,29,10846,10860,putting_on_jacket,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,30,10861,10951,fastening_seat_belt,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,30,10951,10981,fastening_seat_belt,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,31,10981,11054,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11054,11144,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11144,11234,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11234,11324,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11324,11414,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11414,11504,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11504,11594,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11594,11684,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11684,11774,sitting_still,7
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11774,11864,sitting_still,8
1,vp1/run1b_2018-05-29-14-02-47.ids_1,32,11864,11946,sitting_still,9
1,vp1/run1b_2018-05-29-14-02-47.ids_1,33,11946,12009,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,34,12009,12097,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,35,12098,12133,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,36,12134,12224,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,36,12224,12314,using_multimedia_display,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,36,12314,12368,using_multimedia_display,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,37,12368,12426,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,38,12426,12516,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,38,12516,12606,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,38,12606,12614,drinking,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,39,12614,12704,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,39,12704,12791,closing_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,40,12791,12873,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,41,12873,12963,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,41,12963,13026,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,42,13026,13110,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,43,13110,13174,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,44,13948,14003,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,45,14003,14048,looking_or_moving_around (e.g. searching),0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,46,14048,14092,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14092,14182,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14182,14272,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14272,14362,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14362,14452,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14452,14542,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14542,14632,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14632,14722,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14722,14812,sitting_still,7
1,vp1/run1b_2018-05-29-14-02-47.ids_1,47,14812,14838,sitting_still,8
1,vp1/run1b_2018-05-29-14-02-47.ids_1,48,14838,14928,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,48,14928,14933,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,49,14933,15023,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,49,15023,15113,preparing_food,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,49,15113,15134,preparing_food,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15134,15224,eating,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15224,15314,eating,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15314,15404,eating,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15404,15494,eating,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15494,15584,eating,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15584,15674,eating,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15674,15764,eating,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15764,15854,eating,7
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15854,15944,eating,8
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,15944,16034,eating,9
1,vp1/run1b_2018-05-29-14-02-47.ids_1,50,16034,16112,eating,10
1,vp1/run1b_2018-05-29-14-02-47.ids_1,51,16112,16202,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,51,16202,16292,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,51,16292,16345,placing_an_object,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,52,16345,16435,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,52,16435,16507,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,53,16509,16599,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,54,16599,16689,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,54,16689,16701,opening_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,55,16701,16791,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,55,16791,16881,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,55,16881,16958,drinking,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,56,16958,17048,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,56,17048,17089,closing_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,57,17089,17177,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,58,17177,17267,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,58,17267,17357,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,58,17357,17447,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,58,17447,17537,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,58,17537,17605,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,59,17605,17668,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,60,17668,17758,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,60,17758,17848,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,60,17848,17859,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,61,17859,17892,looking_back_left_shoulder,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,62,17893,17949,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,63,17949,18039,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,63,18039,18111,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,64,18186,18249,taking_off_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,65,18298,18355,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,66,18494,18517,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,67,18517,18587,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,68,18587,18677,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,68,18677,18767,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,68,18767,18857,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,68,18857,18947,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,68,18947,19037,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,68,19037,19127,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,68,19127,19173,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,69,20012,20070,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,70,20070,20109,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,71,20109,20185,looking_or_moving_around (e.g. searching),0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,72,20185,20275,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,72,20275,20314,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20314,20404,reading_newspaper,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20404,20494,reading_newspaper,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20494,20584,reading_newspaper,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20584,20674,reading_newspaper,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20674,20764,reading_newspaper,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20764,20854,reading_newspaper,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20854,20944,reading_newspaper,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,20944,21034,reading_newspaper,7
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21034,21124,reading_newspaper,8
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21124,21214,reading_newspaper,9
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21214,21304,reading_newspaper,10
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21304,21394,reading_newspaper,11
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21394,21484,reading_newspaper,12
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21484,21574,reading_newspaper,13
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21574,21664,reading_newspaper,14
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21664,21754,reading_newspaper,15
1,vp1/run1b_2018-05-29-14-02-47.ids_1,73,21754,21838,reading_newspaper,16
1,vp1/run1b_2018-05-29-14-02-47.ids_1,74,21838,21903,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,75,21903,21968,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,76,21968,22058,writing,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,76,22058,22148,writing,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,76,22148,22238,writing,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,76,22238,22328,writing,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,76,22328,22418,writing,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,76,22418,22470,writing,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,77,22470,22560,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,77,22560,22620,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,78,22620,22672,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,22672,22762,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,22762,22852,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,22852,22942,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,22942,23032,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23032,23122,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23122,23212,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23212,23302,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23302,23392,sitting_still,7
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23392,23482,sitting_still,8
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23482,23572,sitting_still,9
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23572,23662,sitting_still,10
1,vp1/run1b_2018-05-29-14-02-47.ids_1,79,23662,23712,sitting_still,11
1,vp1/run1b_2018-05-29-14-02-47.ids_1,80,23712,23802,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,80,23802,23858,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,81,24012,24069,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,82,24069,24117,taking_off_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,83,24117,24153,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,84,24413,24463,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,85,24463,24503,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,86,24503,24593,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,86,24593,24683,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,86,24683,24773,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,86,24773,24863,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,86,24863,24916,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,87,24916,25006,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,87,25006,25041,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,88,25041,25131,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,88,25131,25137,interacting_with_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,89,25140,25230,talking_on_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,89,25230,25320,talking_on_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,89,25320,25410,talking_on_phone,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,89,25410,25500,talking_on_phone,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,89,25500,25590,talking_on_phone,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,90,25591,25681,talking_on_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,90,25681,25771,talking_on_phone,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,90,25771,25861,talking_on_phone,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,90,25861,25921,talking_on_phone,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,91,25921,25947,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,92,25947,26037,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,92,26037,26063,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,93,26400,26490,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,93,26490,26502,pressing_automation_button,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,94,26503,26593,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,94,26593,26610,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,95,26610,26638,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,96,26640,26698,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,98,26701,26753,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,99,26753,26843,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,99,26843,26913,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,100,26913,27003,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,100,27003,27092,closing_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,101,27092,27152,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,102,27152,27242,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,102,27242,27332,preparing_food,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,102,27332,27422,preparing_food,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,102,27422,27496,preparing_food,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,103,27496,27559,eating,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,104,27886,27976,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,104,27976,27985,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,105,27985,28075,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,105,28075,28165,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,105,28165,28170,placing_an_object,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,106,28252,28342,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,106,28342,28363,pressing_automation_button,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,107,28363,28453,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,107,28453,28472,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,108,28472,28537,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,109,28537,28568,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,110,28568,28658,eating,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,110,28658,28748,eating,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,110,28748,28808,eating,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,111,28893,28953,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,112,28953,29023,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,113,29023,29091,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,114,29091,29181,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,114,29181,29239,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,115,29239,29312,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,116,29312,29348,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,117,29348,29391,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,118,29391,29481,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,118,29481,29571,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,118,29571,29661,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,118,29661,29751,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,118,29751,29804,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,119,29807,29897,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,29899,29989,reading_magazine,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,29989,30079,reading_magazine,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30079,30169,reading_magazine,2
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30169,30259,reading_magazine,3
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30259,30349,reading_magazine,4
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30349,30439,reading_magazine,5
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30439,30529,reading_magazine,6
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30529,30619,reading_magazine,7
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30619,30709,reading_magazine,8
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30709,30799,reading_magazine,9
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30799,30889,reading_magazine,10
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30889,30979,reading_magazine,11
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,30979,31069,reading_magazine,12
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,31069,31159,reading_magazine,13
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,31159,31249,reading_magazine,14
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,31249,31339,reading_magazine,15
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,31339,31429,reading_magazine,16
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,31429,31519,reading_magazine,17
1,vp1/run1b_2018-05-29-14-02-47.ids_1,120,31519,31586,reading_magazine,18
1,vp1/run1b_2018-05-29-14-02-47.ids_1,121,31587,31632,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,122,31632,31696,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,123,31696,31786,writing,0
1,vp1/run1b_2018-05-29-14-02-47.ids_1,123,31786,31876,writing,1
1,vp1/run1b_2018-05-29-14-02-47.ids_1,123,31876,31966,writing,2
